F1,F4,root,F2.Attribute1,F3,F2.Attribute0,F2,F3.Attribute1,F3.Attribute0,rel-3_card,F4.Attribute1,F4.Attribute0
true,true,true,0,false,1,true,0,0,true,4,5
true,true,true,0,false,2,true,0,0,true,4,5
true,true,true,0,false,3,true,0,0,true,4,5
true,true,true,0,false,4,true,0,0,true,4,5
true,true,true,0,false,5,true,0,0,true,4,5
true,true,true,0,false,6,true,0,0,true,4,5
true,true,true,0,false,7,true,0,0,true,4,5
true,true,true,0,false,8,true,0,0,true,4,5
true,true,true,0,false,9,true,0,0,true,4,5
true,true,true,0,false,10,true,0,0,true,4,5
true,true,true,0,false,0,true,0,0,true,4,6
true,true,true,0,false,1,true,0,0,true,4,6
true,true,true,0,false,2,true,0,0,true,4,6
true,true,true,0,false,3,true,0,0,true,4,6
true,true,true,0,false,4,true,0,0,true,4,6
true,true,true,0,false,5,true,0,0,true,4,6
true,true,true,0,false,6,true,0,0,true,4,6
true,true,true,0,false,7,true,0,0,true,4,6
true,true,true,0,false,8,true,0,0,true,4,6
true,true,true,0,false,9,true,0,0,true,4,6
true,true,true,0,false,10,true,0,0,true,4,6
true,true,true,0,false,0,true,0,0,true,4,7
true,true,true,0,false,1,true,0,0,true,4,7
true,true,true,0,false,2,true,0,0,true,4,7
true,true,true,0,false,3,true,0,0,true,4,7
true,true,true,0,false,4,true,0,0,true,4,7
true,true,true,0,false,5,true,0,0,true,4,7
true,true,true,0,false,6,true,0,0,true,4,7
true,true,true,0,false,7,true,0,0,true,4,7
true,true,true,0,false,8,true,0,0,true,4,7
true,true,true,0,false,9,true,0,0,true,4,7
true,true,true,0,false,10,true,0,0,true,4,7
true,true,true,0,false,0,true,0,0,true,4,8
true,true,true,0,false,1,true,0,0,true,4,8
true,true,true,0,false,2,true,0,0,true,4,8
true,true,true,0,false,3,true,0,0,true,4,8
true,true,true,0,false,4,true,0,0,true,4,8
true,true,true,0,false,5,true,0,0,true,4,8
true,true,true,0,false,6,true,0,0,true,4,8
true,true,true,0,false,7,true,0,0,true,4,8
true,true,true,0,false,8,true,0,0,true,4,8
true,true,true,0,false,9,true,0,0,true,4,8
true,true,true,0,false,10,true,0,0,true,4,8
true,true,true,0,false,0,true,0,0,true,4,10
true,true,true,0,false,1,true,0,0,true,4,10
true,true,true,0,false,2,true,0,0,true,4,10
true,true,true,0,false,3,true,0,0,true,4,10
true,true,true,0,false,4,true,0,0,true,4,10
true,true,true,0,false,5,true,0,0,true,4,10
true,true,true,0,false,6,true,0,0,true,4,10
true,true,true,0,false,7,true,0,0,true,4,10
true,true,true,0,false,8,true,0,0,true,4,10
true,true,true,0,false,9,true,0,0,true,4,10
true,true,true,0,false,10,true,0,0,true,4,10
true,true,true,0,false,0,true,0,0,true,5,0
true,true,true,0,false,1,true,0,0,true,5,0
true,true,true,0,false,2,true,0,0,true,5,0
true,true,true,0,false,3,true,0,0,true,5,0
true,true,true,0,false,4,true,0,0,true,5,0
true,true,true,0,false,5,true,0,0,true,5,0
true,true,true,0,false,6,true,0,0,true,5,0
true,true,true,0,false,7,true,0,0,true,5,0
true,true,true,0,false,8,true,0,0,true,5,0
true,true,true,0,false,9,true,0,0,true,5,0
true,true,true,0,false,10,true,0,0,true,5,0
true,true,true,0,false,0,true,0,0,true,5,1
true,true,true,0,false,1,true,0,0,true,5,1
true,true,true,0,false,2,true,0,0,true,5,1
true,true,true,0,false,3,true,0,0,true,5,1
true,true,true,0,false,4,true,0,0,true,5,1
true,true,true,0,false,5,true,0,0,true,5,1
true,true,true,0,false,6,true,0,0,true,5,1
true,true,true,0,false,7,true,0,0,true,5,1
true,true,true,0,false,8,true,0,0,true,5,1
true,true,true,0,false,9,true,0,0,true,5,1
true,true,true,0,false,10,true,0,0,true,5,1
true,true,true,0,false,0,true,0,0,true,5,2
true,true,true,0,false,1,true,0,0,true,5,2
true,true,true,0,false,2,true,0,0,true,5,2
true,true,true,0,false,3,true,0,0,true,5,2
true,true,true,0,false,4,true,0,0,true,5,2
true,true,true,0,false,5,true,0,0,true,5,2
true,true,true,0,false,6,true,0,0,true,5,2
true,true,true,0,false,7,true,0,0,true,5,2
true,true,true,0,false,8,true,0,0,true,5,2
true,true,true,0,false,9,true,0,0,true,5,2
true,true,true,0,false,10,true,0,0,true,5,2
true,true,true,0,false,0,true,0,0,true,5,3
true,true,true,0,false,1,true,0,0,true,5,3
true,true,true,0,false,2,true,0,0,true,5,3
true,true,true,0,false,3,true,0,0,true,5,3
true,true,true,0,false,4,true,0,0,true,5,3
true,true,true,0,false,5,true,0,0,true,5,3
true,true,true,0,false,6,true,0,0,true,5,3
true,true,true,0,false,7,true,0,0,true,5,3
true,true,true,0,false,8,true,0,0,true,5,3
true,true,true,0,false,9,true,0,0,true,5,3
true,true,true,0,false,10,true,0,0,true,5,3
true,true,true,0,false,0,true,0,0,true,5,4
true,true,true,0,false,1,true,0,0,true,5,4
true,true,true,0,false,2,true,0,0,true,5,4
true,true,true,0,false,3,true,0,0,true,5,4
true,true,true,0,false,4,true,0,0,true,5,4
true,true,true,0,false,5,true,0,0,true,5,4
true,true,true,0,false,6,true,0,0,true,5,4
true,true,true,0,false,7,true,0,0,true,5,4
true,true,true,0,false,8,true,0,0,true,5,4
true,true,true,0,false,9,true,0,0,true,5,4
true,true,true,0,false,10,true,0,0,true,5,4
true,true,true,0,false,0,true,0,0,true,5,5
true,true,true,0,false,1,true,0,0,true,5,5
true,true,true,0,false,2,true,0,0,true,5,5
true,true,true,0,false,3,true,0,0,true,5,5
true,true,true,0,false,4,true,0,0,true,5,5
true,true,true,0,false,5,true,0,0,true,5,5
true,true,true,0,false,6,true,0,0,true,5,5
true,true,true,0,false,7,true,0,0,true,5,5
true,true,true,0,false,8,true,0,0,true,5,5
true,true,true,0,false,9,true,0,0,true,5,5
true,true,true,0,false,10,true,0,0,true,5,5
true,true,true,0,false,0,true,0,0,true,5,6
true,true,true,0,false,1,true,0,0,true,5,6
true,true,true,0,false,2,true,0,0,true,5,6
true,true,true,0,false,3,true,0,0,true,5,6
true,true,true,0,false,4,true,0,0,true,5,6
true,true,true,0,false,5,true,0,0,true,5,6
true,true,true,0,false,6,true,0,0,true,5,6
true,true,true,0,false,7,true,0,0,true,5,6
true,true,true,0,false,8,true,0,0,true,5,6
true,true,true,0,false,9,true,0,0,true,5,6
true,true,true,0,false,10,true,0,0,true,5,6
true,true,true,0,false,0,true,0,0,true,5,7
true,true,true,0,false,1,true,0,0,true,5,7
true,true,true,0,false,2,true,0,0,true,5,7
true,true,true,0,false,3,true,0,0,true,5,7
true,true,true,0,false,4,true,0,0,true,5,7
true,true,true,0,false,5,true,0,0,true,5,7
true,true,true,0,false,6,true,0,0,true,5,7
true,true,true,0,false,7,true,0,0,true,5,7
true,true,true,0,false,8,true,0,0,true,5,7
true,true,true,0,false,9,true,0,0,true,5,7
true,true,true,0,false,10,true,0,0,true,5,7
true,true,true,0,false,0,true,0,0,true,5,8
true,true,true,0,false,1,true,0,0,true,5,8
true,true,true,0,false,2,true,0,0,true,5,8
true,true,true,0,false,3,true,0,0,true,5,8
true,true,true,0,false,4,true,0,0,true,5,8
true,true,true,0,false,5,true,0,0,true,5,8
true,true,true,0,false,6,true,0,0,true,5,8
true,true,true,0,false,7,true,0,0,true,5,8
true,true,true,0,false,8,true,0,0,true,5,8
true,true,true,0,false,9,true,0,0,true,5,8
true,true,true,0,false,10,true,0,0,true,5,8
true,true,true,0,false,0,true,0,0,true,5,10
true,true,true,0,false,1,true,0,0,true,5,10
true,true,true,0,false,2,true,0,0,true,5,10
true,true,true,0,false,3,true,0,0,true,5,10
true,true,true,0,false,4,true,0,0,true,5,10
true,true,true,0,false,5,true,0,0,true,5,10
true,true,true,0,false,6,true,0,0,true,5,10
true,true,true,0,false,7,true,0,0,true,5,10
true,true,true,0,false,8,true,0,0,true,5,10
true,true,true,0,false,9,true,0,0,true,5,10
true,true,true,0,false,10,true,0,0,true,5,10
true,true,true,0,false,0,true,0,0,true,6,0
true,true,true,0,false,1,true,0,0,true,6,0
true,true,true,0,false,2,true,0,0,true,6,0
true,true,true,0,false,3,true,0,0,true,6,0
true,true,true,0,false,4,true,0,0,true,6,0
true,true,true,0,false,5,true,0,0,true,6,0
true,true,true,0,false,6,true,0,0,true,6,0
true,true,true,0,false,7,true,0,0,true,6,0
true,true,true,0,false,8,true,0,0,true,6,0
true,true,true,0,false,9,true,0,0,true,6,0
true,true,true,0,false,10,true,0,0,true,6,0
true,true,true,0,false,0,true,0,0,true,6,1
true,true,true,0,false,1,true,0,0,true,6,1
true,true,true,0,false,2,true,0,0,true,6,1
true,true,true,0,false,3,true,0,0,true,6,1
true,true,true,0,false,4,true,0,0,true,6,1
true,true,true,0,false,5,true,0,0,true,6,1
true,true,true,0,false,6,true,0,0,true,6,1
true,true,true,0,false,7,true,0,0,true,6,1
true,true,true,0,false,8,true,0,0,true,6,1
true,true,true,0,false,9,true,0,0,true,6,1
true,true,true,0,false,10,true,0,0,true,6,1
true,true,true,0,false,0,true,0,0,true,6,2
true,true,true,0,false,1,true,0,0,true,6,2
true,true,true,0,false,2,true,0,0,true,6,2
true,true,true,0,false,3,true,0,0,true,6,2
true,true,true,0,false,4,true,0,0,true,6,2
true,true,true,0,false,5,true,0,0,true,6,2
true,true,true,0,false,6,true,0,0,true,6,2
true,true,true,0,false,7,true,0,0,true,6,2
true,true,true,0,false,8,true,0,0,true,6,2
true,true,true,0,false,9,true,0,0,true,6,2
true,true,true,0,false,10,true,0,0,true,6,2
true,true,true,0,false,0,true,0,0,true,6,3
true,true,true,0,false,1,true,0,0,true,6,3
true,true,true,0,false,2,true,0,0,true,6,3
true,true,true,0,false,3,true,0,0,true,6,3
true,true,true,0,false,4,true,0,0,true,6,3
true,true,true,0,false,5,true,0,0,true,6,3
true,true,true,0,false,6,true,0,0,true,6,3
true,true,true,0,false,7,true,0,0,true,6,3
true,true,true,0,false,8,true,0,0,true,6,3
true,true,true,0,false,9,true,0,0,true,6,3
true,true,true,0,false,10,true,0,0,true,6,3
true,true,true,0,false,0,true,0,0,true,6,4
true,true,true,0,false,1,true,0,0,true,6,4
true,true,true,0,false,2,true,0,0,true,6,4
true,true,true,0,false,3,true,0,0,true,6,4
true,true,true,0,false,4,true,0,0,true,6,4
true,true,true,0,false,5,true,0,0,true,6,4
true,true,true,0,false,6,true,0,0,true,6,4
true,true,true,0,false,7,true,0,0,true,6,4
true,true,true,0,false,8,true,0,0,true,6,4
true,true,true,0,false,9,true,0,0,true,6,4
true,true,true,0,false,10,true,0,0,true,6,4
true,true,true,0,false,0,true,0,0,true,6,5
true,true,true,0,false,1,true,0,0,true,6,5
true,true,true,0,false,2,true,0,0,true,6,5
true,true,true,0,false,3,true,0,0,true,6,5
true,true,true,0,false,4,true,0,0,true,6,5
true,true,true,0,false,5,true,0,0,true,6,5
true,true,true,0,false,6,true,0,0,true,6,5
true,true,true,0,false,7,true,0,0,true,6,5
true,true,true,0,false,8,true,0,0,true,6,5
true,true,true,0,false,9,true,0,0,true,6,5
true,true,true,0,false,10,true,0,0,true,6,5
true,true,true,0,false,0,true,0,0,true,6,6
true,true,true,0,false,1,true,0,0,true,6,6
true,true,true,0,false,2,true,0,0,true,6,6
true,true,true,0,false,3,true,0,0,true,6,6
true,true,true,0,false,4,true,0,0,true,6,6
true,true,true,0,false,5,true,0,0,true,6,6
true,true,true,0,false,6,true,0,0,true,6,6
true,true,true,0,false,7,true,0,0,true,6,6
true,true,true,0,false,8,true,0,0,true,6,6
true,true,true,0,false,9,true,0,0,true,6,6
true,true,true,0,false,10,true,0,0,true,6,6
true,true,true,0,false,0,true,0,0,true,6,7
true,true,true,0,false,1,true,0,0,true,6,7
true,true,true,0,false,2,true,0,0,true,6,7
true,true,true,0,false,3,true,0,0,true,6,7
true,true,true,0,false,4,true,0,0,true,6,7
true,true,true,0,false,5,true,0,0,true,6,7
true,true,true,0,false,6,true,0,0,true,6,7
true,true,true,0,false,7,true,0,0,true,6,7
true,true,true,0,false,8,true,0,0,true,6,7
true,true,true,0,false,9,true,0,0,true,6,7
true,true,true,0,false,10,true,0,0,true,6,7
true,true,true,0,false,0,true,0,0,true,6,8
true,true,true,0,false,1,true,0,0,true,6,8
true,true,true,0,false,2,true,0,0,true,6,8
true,true,true,0,false,3,true,0,0,true,6,8
true,true,true,0,false,4,true,0,0,true,6,8
true,true,true,0,false,5,true,0,0,true,6,8
true,true,true,0,false,6,true,0,0,true,6,8
true,true,true,0,false,7,true,0,0,true,6,8
true,true,true,0,false,8,true,0,0,true,6,8
true,true,true,0,false,9,true,0,0,true,6,8
true,true,true,0,false,10,true,0,0,true,6,8
true,true,true,0,false,0,true,0,0,true,6,10
true,true,true,0,false,1,true,0,0,true,6,10
true,true,true,0,false,2,true,0,0,true,6,10
true,true,true,0,false,3,true,0,0,true,6,10
true,true,true,0,false,4,true,0,0,true,6,10
true,true,true,0,false,5,true,0,0,true,6,10
true,true,true,0,false,6,true,0,0,true,6,10
true,true,true,0,false,7,true,0,0,true,6,10
true,true,true,0,false,8,true,0,0,true,6,10
true,true,true,0,false,9,true,0,0,true,6,10
true,true,true,0,false,10,true,0,0,true,6,10
true,true,true,0,false,0,true,0,0,true,7,0
true,true,true,0,false,1,true,0,0,true,7,0
true,true,true,0,false,2,true,0,0,true,7,0
true,true,true,0,false,3,true,0,0,true,7,0
true,true,true,0,false,4,true,0,0,true,7,0
true,true,true,0,false,5,true,0,0,true,7,0
true,true,true,0,false,6,true,0,0,true,7,0
true,true,true,0,false,7,true,0,0,true,7,0
true,true,true,0,false,8,true,0,0,true,7,0
true,true,true,0,false,9,true,0,0,true,7,0
true,true,true,0,false,10,true,0,0,true,7,0
true,true,true,0,false,0,true,0,0,true,7,1
true,true,true,0,false,1,true,0,0,true,7,1
true,true,true,0,false,2,true,0,0,true,7,1
true,true,true,0,false,3,true,0,0,true,7,1
true,true,true,0,false,4,true,0,0,true,7,1
true,true,true,0,false,5,true,0,0,true,7,1
true,true,true,0,false,6,true,0,0,true,7,1
true,true,true,0,false,7,true,0,0,true,7,1
true,true,true,0,false,8,true,0,0,true,7,1
true,true,true,0,false,9,true,0,0,true,7,1
true,true,true,0,false,10,true,0,0,true,7,1
true,true,true,0,false,0,true,0,0,true,7,2
true,true,true,0,false,1,true,0,0,true,7,2
true,true,true,0,false,2,true,0,0,true,7,2
true,true,true,0,false,3,true,0,0,true,7,2
true,true,true,0,false,4,true,0,0,true,7,2
true,true,true,0,false,5,true,0,0,true,7,2
true,true,true,0,false,6,true,0,0,true,7,2
true,true,true,0,false,7,true,0,0,true,7,2
true,true,true,0,false,8,true,0,0,true,7,2
true,true,true,0,false,9,true,0,0,true,7,2
true,true,true,0,false,10,true,0,0,true,7,2
true,true,true,0,false,0,true,0,0,true,7,3
true,true,true,0,false,1,true,0,0,true,7,3
true,true,true,0,false,2,true,0,0,true,7,3
true,true,true,0,false,3,true,0,0,true,7,3
true,true,true,0,false,4,true,0,0,true,7,3
true,true,true,0,false,5,true,0,0,true,7,3
true,true,true,0,false,6,true,0,0,true,7,3
true,true,true,0,false,7,true,0,0,true,7,3
true,true,true,0,false,8,true,0,0,true,7,3
true,true,true,0,false,9,true,0,0,true,7,3
true,true,true,0,false,10,true,0,0,true,7,3
true,true,true,0,false,0,true,0,0,true,7,4
true,true,true,0,false,1,true,0,0,true,7,4
true,true,true,0,false,2,true,0,0,true,7,4
true,true,true,0,false,3,true,0,0,true,7,4
true,true,true,0,false,4,true,0,0,true,7,4
true,true,true,0,false,5,true,0,0,true,7,4
true,true,true,0,false,6,true,0,0,true,7,4
true,true,true,0,false,7,true,0,0,true,7,4
true,true,true,0,false,8,true,0,0,true,7,4
true,true,true,0,false,9,true,0,0,true,7,4
true,true,true,0,false,10,true,0,0,true,7,4
true,true,true,0,false,0,true,0,0,true,7,5
true,true,true,0,false,1,true,0,0,true,7,5
true,true,true,0,false,2,true,0,0,true,7,5
true,true,true,0,false,3,true,0,0,true,7,5
true,true,true,0,false,4,true,0,0,true,7,5
true,true,true,0,false,5,true,0,0,true,7,5
true,true,true,0,false,6,true,0,0,true,7,5
true,true,true,0,false,7,true,0,0,true,7,5
true,true,true,0,false,8,true,0,0,true,7,5
true,true,true,0,false,9,true,0,0,true,7,5
true,true,true,0,false,10,true,0,0,true,7,5
true,true,true,0,false,0,true,0,0,true,7,6
true,true,true,0,false,1,true,0,0,true,7,6
true,true,true,0,false,2,true,0,0,true,7,6
true,true,true,0,false,3,true,0,0,true,7,6
true,true,true,0,false,4,true,0,0,true,7,6
true,true,true,0,false,5,true,0,0,true,7,6
true,true,true,0,false,6,true,0,0,true,7,6
true,true,true,0,false,7,true,0,0,true,7,6
true,true,true,0,false,8,true,0,0,true,7,6
true,true,true,0,false,9,true,0,0,true,7,6
true,true,true,0,false,10,true,0,0,true,7,6
true,true,true,0,false,0,true,0,0,true,7,7
true,true,true,0,false,1,true,0,0,true,7,7
true,true,true,0,false,2,true,0,0,true,7,7
true,true,true,0,false,3,true,0,0,true,7,7
true,true,true,0,false,4,true,0,0,true,7,7
true,true,true,0,false,5,true,0,0,true,7,7
true,true,true,0,false,6,true,0,0,true,7,7
true,true,true,0,false,7,true,0,0,true,7,7
true,true,true,0,false,8,true,0,0,true,7,7
true,true,true,0,false,9,true,0,0,true,7,7
true,true,true,0,false,10,true,0,0,true,7,7
true,true,true,0,false,0,true,0,0,true,7,8
true,true,true,0,false,1,true,0,0,true,7,8
true,true,true,0,false,2,true,0,0,true,7,8
true,true,true,0,false,3,true,0,0,true,7,8
true,true,true,0,false,4,true,0,0,true,7,8
true,true,true,0,false,5,true,0,0,true,7,8
true,true,true,0,false,6,true,0,0,true,7,8
true,true,true,0,false,7,true,0,0,true,7,8
true,true,true,0,false,8,true,0,0,true,7,8
true,true,true,0,false,9,true,0,0,true,7,8
true,true,true,0,false,10,true,0,0,true,7,8
true,true,true,0,false,0,true,0,0,true,7,10
true,true,true,0,false,1,true,0,0,true,7,10
true,true,true,0,false,2,true,0,0,true,7,10
true,true,true,0,false,3,true,0,0,true,7,10
true,true,true,0,false,4,true,0,0,true,7,10
true,true,true,0,false,5,true,0,0,true,7,10
true,true,true,0,false,6,true,0,0,true,7,10
true,true,true,0,false,7,true,0,0,true,7,10
true,true,true,0,false,8,true,0,0,true,7,10
true,true,true,0,false,9,true,0,0,true,7,10
true,true,true,0,false,10,true,0,0,true,7,10
true,true,true,1,false,0,true,0,0,true,0,9
true,true,true,1,false,1,true,0,0,true,0,9
true,true,true,1,false,2,true,0,0,true,0,9
true,true,true,1,false,3,true,0,0,true,0,9
true,true,true,1,false,4,true,0,0,true,0,9
true,true,true,1,false,5,true,0,0,true,0,9
true,true,true,1,false,6,true,0,0,true,0,9
true,true,true,1,false,7,true,0,0,true,0,9
true,true,true,1,false,8,true,0,0,true,0,9
true,true,true,1,false,9,true,0,0,true,0,9
true,true,true,1,false,10,true,0,0,true,0,9
true,true,true,1,false,0,true,0,0,true,1,9
true,true,true,1,false,1,true,0,0,true,1,9
true,true,true,1,false,2,true,0,0,true,1,9
true,true,true,1,false,3,true,0,0,true,1,9
true,true,true,1,false,4,true,0,0,true,1,9
true,true,true,1,false,5,true,0,0,true,1,9
true,true,true,1,false,6,true,0,0,true,1,9
true,true,true,1,false,7,true,0,0,true,1,9
true,true,true,1,false,8,true,0,0,true,1,9
true,true,true,1,false,9,true,0,0,true,1,9
true,true,true,1,false,10,true,0,0,true,1,9
true,true,true,1,false,0,true,0,0,true,2,9
true,true,true,1,false,1,true,0,0,true,2,9
true,true,true,1,false,2,true,0,0,true,2,9
true,true,true,1,false,3,true,0,0,true,2,9
true,true,true,1,false,4,true,0,0,true,2,9
true,true,true,1,false,5,true,0,0,true,2,9
true,true,true,1,false,6,true,0,0,true,2,9
true,true,true,1,false,7,true,0,0,true,2,9
true,true,true,1,false,8,true,0,0,true,2,9
true,true,true,1,false,9,true,0,0,true,2,9
true,true,true,1,false,10,true,0,0,true,2,9
true,true,true,1,false,0,true,0,0,true,3,9
true,true,true,1,false,1,true,0,0,true,3,9
true,true,true,1,false,2,true,0,0,true,3,9
true,true,true,1,false,3,true,0,0,true,3,9
true,true,true,1,false,4,true,0,0,true,3,9
true,true,true,1,false,5,true,0,0,true,3,9
true,true,true,1,false,6,true,0,0,true,3,9
true,true,true,1,false,7,true,0,0,true,3,9
true,true,true,1,false,8,true,0,0,true,3,9
true,true,true,1,false,9,true,0,0,true,3,9
true,true,true,1,false,10,true,0,0,true,3,9
true,true,true,1,false,0,true,0,0,true,4,9
true,true,true,1,false,1,true,0,0,true,4,9
true,true,true,1,false,2,true,0,0,true,4,9
true,true,true,1,false,3,true,0,0,true,4,9
true,true,true,1,false,4,true,0,0,true,4,9
true,true,true,1,false,5,true,0,0,true,4,9
true,true,true,1,false,6,true,0,0,true,4,9
true,true,true,1,false,7,true,0,0,true,4,9
true,true,true,1,false,8,true,0,0,true,4,9
true,true,true,1,false,9,true,0,0,true,4,9
true,true,true,1,false,10,true,0,0,true,4,9
true,true,true,1,false,0,true,0,0,true,5,9
true,true,true,1,false,1,true,0,0,true,5,9
true,true,true,1,false,2,true,0,0,true,5,9
true,true,true,1,false,3,true,0,0,true,5,9
true,true,true,1,false,4,true,0,0,true,5,9
true,true,true,1,false,5,true,0,0,true,5,9
true,true,true,1,false,6,true,0,0,true,5,9
true,true,true,1,false,7,true,0,0,true,5,9
true,true,true,1,false,8,true,0,0,true,5,9
true,true,true,1,false,9,true,0,0,true,5,9
true,true,true,1,false,10,true,0,0,true,5,9
true,true,true,1,false,0,true,0,0,true,6,9
true,true,true,1,false,1,true,0,0,true,6,9
true,true,true,1,false,2,true,0,0,true,6,9
true,true,true,1,false,3,true,0,0,true,6,9
true,true,true,1,false,4,true,0,0,true,6,9
true,true,true,1,false,5,true,0,0,true,6,9
true,true,true,1,false,6,true,0,0,true,6,9
true,true,true,1,false,7,true,0,0,true,6,9
true,true,true,1,false,8,true,0,0,true,6,9
true,true,true,1,false,9,true,0,0,true,6,9
true,true,true,1,false,10,true,0,0,true,6,9
true,true,true,1,false,0,true,0,0,true,7,9
true,true,true,1,false,1,true,0,0,true,7,9
true,true,true,1,false,2,true,0,0,true,7,9
true,true,true,1,false,3,true,0,0,true,7,9
true,true,true,1,false,4,true,0,0,true,7,9
true,true,true,1,false,5,true,0,0,true,7,9
true,true,true,1,false,6,true,0,0,true,7,9
true,true,true,1,false,7,true,0,0,true,7,9
true,true,true,1,false,8,true,0,0,true,7,9
true,true,true,1,false,9,true,0,0,true,7,9
true,true,true,1,false,10,true,0,0,true,7,9
true,true,true,2,false,0,true,0,0,true,0,9
true,true,true,2,false,1,true,0,0,true,0,9
true,true,true,2,false,2,true,0,0,true,0,9
true,true,true,2,false,3,true,0,0,true,0,9
true,true,true,2,false,4,true,0,0,true,0,9
true,true,true,2,false,5,true,0,0,true,0,9
true,true,true,2,false,6,true,0,0,true,0,9
true,true,true,2,false,7,true,0,0,true,0,9
true,true,true,2,false,8,true,0,0,true,0,9
true,true,true,2,false,9,true,0,0,true,0,9
true,true,true,2,false,10,true,0,0,true,0,9
true,true,true,2,false,0,true,0,0,true,1,9
true,true,true,2,false,1,true,0,0,true,1,9
true,true,true,2,false,2,true,0,0,true,1,9
true,true,true,2,false,3,true,0,0,true,1,9
true,true,true,2,false,4,true,0,0,true,1,9
true,true,true,2,false,5,true,0,0,true,1,9
true,true,true,2,false,6,true,0,0,true,1,9
true,true,true,2,false,7,true,0,0,true,1,9
true,true,true,2,false,8,true,0,0,true,1,9
true,true,true,2,false,9,true,0,0,true,1,9
true,true,true,2,false,10,true,0,0,true,1,9
true,true,true,2,false,0,true,0,0,true,2,9
true,true,true,2,false,1,true,0,0,true,2,9
true,true,true,2,false,2,true,0,0,true,2,9
true,true,true,2,false,3,true,0,0,true,2,9
true,true,true,2,false,4,true,0,0,true,2,9
true,true,true,2,false,5,true,0,0,true,2,9
true,true,true,2,false,6,true,0,0,true,2,9
true,true,true,2,false,7,true,0,0,true,2,9
true,true,true,2,false,8,true,0,0,true,2,9
true,true,true,2,false,9,true,0,0,true,2,9
true,true,true,2,false,10,true,0,0,true,2,9
true,true,true,2,false,0,true,0,0,true,3,9
true,true,true,2,false,1,true,0,0,true,3,9
true,true,true,2,false,2,true,0,0,true,3,9
true,true,true,2,false,3,true,0,0,true,3,9
true,true,true,2,false,4,true,0,0,true,3,9
true,true,true,2,false,5,true,0,0,true,3,9
true,true,true,2,false,6,true,0,0,true,3,9
true,true,true,2,false,7,true,0,0,true,3,9
true,true,true,2,false,8,true,0,0,true,3,9
true,true,true,2,false,9,true,0,0,true,3,9
true,true,true,2,false,10,true,0,0,true,3,9
true,true,true,2,false,0,true,0,0,true,4,9
true,true,true,2,false,1,true,0,0,true,4,9
true,true,true,2,false,2,true,0,0,true,4,9
true,true,true,2,false,3,true,0,0,true,4,9
true,true,true,2,false,4,true,0,0,true,4,9
true,true,true,2,false,5,true,0,0,true,4,9
true,true,true,2,false,6,true,0,0,true,4,9
true,true,true,2,false,7,true,0,0,true,4,9
true,true,true,2,false,8,true,0,0,true,4,9
true,true,true,2,false,9,true,0,0,true,4,9
true,true,true,2,false,10,true,0,0,true,4,9
true,true,true,2,false,0,true,0,0,true,5,9
true,true,true,2,false,1,true,0,0,true,5,9
true,true,true,2,false,2,true,0,0,true,5,9
true,true,true,2,false,3,true,0,0,true,5,9
true,true,true,2,false,4,true,0,0,true,5,9
true,true,true,2,false,5,true,0,0,true,5,9
true,true,true,2,false,6,true,0,0,true,5,9
true,true,true,2,false,7,true,0,0,true,5,9
true,true,true,2,false,8,true,0,0,true,5,9
true,true,true,2,false,9,true,0,0,true,5,9
true,true,true,2,false,10,true,0,0,true,5,9
true,true,true,2,false,0,true,0,0,true,6,9
true,true,true,2,false,1,true,0,0,true,6,9
true,true,true,2,false,2,true,0,0,true,6,9
true,true,true,2,false,3,true,0,0,true,6,9
true,true,true,2,false,4,true,0,0,true,6,9
true,true,true,2,false,5,true,0,0,true,6,9
true,true,true,2,false,6,true,0,0,true,6,9
true,true,true,2,false,7,true,0,0,true,6,9
true,true,true,2,false,8,true,0,0,true,6,9
true,true,true,2,false,9,true,0,0,true,6,9
true,true,true,2,false,10,true,0,0,true,6,9
true,true,true,2,false,0,true,0,0,true,7,9
true,true,true,2,false,1,true,0,0,true,7,9
true,true,true,2,false,2,true,0,0,true,7,9
true,true,true,2,false,3,true,0,0,true,7,9
true,true,true,2,false,4,true,0,0,true,7,9
true,true,true,2,false,5,true,0,0,true,7,9
true,true,true,2,false,6,true,0,0,true,7,9
true,true,true,2,false,7,true,0,0,true,7,9
true,true,true,2,false,8,true,0,0,true,7,9
true,true,true,2,false,9,true,0,0,true,7,9
true,true,true,2,false,10,true,0,0,true,7,9
true,true,true,3,false,0,true,0,0,true,0,9
true,true,true,3,false,1,true,0,0,true,0,9
true,true,true,3,false,2,true,0,0,true,0,9
true,true,true,3,false,3,true,0,0,true,0,9
true,true,true,3,false,4,true,0,0,true,0,9
true,true,true,3,false,5,true,0,0,true,0,9
true,true,true,3,false,6,true,0,0,true,0,9
true,true,true,3,false,7,true,0,0,true,0,9
true,true,true,3,false,8,true,0,0,true,0,9
true,true,true,3,false,9,true,0,0,true,0,9
true,true,true,3,false,10,true,0,0,true,0,9
true,true,true,3,false,0,true,0,0,true,1,9
true,true,true,3,false,1,true,0,0,true,1,9
true,true,true,3,false,2,true,0,0,true,1,9
true,true,true,3,false,3,true,0,0,true,1,9
true,true,true,3,false,4,true,0,0,true,1,9
true,true,true,3,false,5,true,0,0,true,1,9
true,true,true,3,false,6,true,0,0,true,1,9
true,true,true,3,false,7,true,0,0,true,1,9
true,true,true,3,false,8,true,0,0,true,1,9
